Application_ID,Approved,Claim_Occurred,Claim_Amount,Recovery_Amount,Loss_Amount
APP00585,No,No,0.0,0.0,0.0
APP00586,Yes,No,0.0,0.0,0.0
APP00587,No,No,0.0,0.0,0.0
APP00588,No,No,0.0,0.0,0.0
APP00589,Yes,No,0.0,0.0,0.0
APP00590,Yes,No,0.0,0.0,0.0
APP00591,Yes,No,0.0,0.0,0.0
APP00592,Yes,No,0.0,0.0,0.0
APP00593,Yes,No,0.0,0.0,0.0
APP00594,Yes,Yes,1960908.44,444615.21577926714,1516293.2242207327
APP00595,Yes,No,0.0,0.0,0.0
APP00596,Yes,No,0.0,0.0,0.0
APP00597,No,No,0.0,0.0,0.0
APP00598,No,No,0.0,0.0,0.0
APP00599,Yes,No,0.0,0.0,0.0
