Application_ID,Customer_ID,Broker_ID,Beneficiary_ID,Project_Value,Guarantee_Amount,Submission_Date,Decision_Date,Manual_Underwriting_Days,SLA_Breached
APP00273,CUS0284,BRK001,BEN000,573145876.35,79119299.32,2026-02-07,2026-03-08,29,Yes
APP00274,CUS0156,BRK023,BEN046,344507798.2,82824571.96,2026-01-26,2026-01-30,4,No
APP00275,CUS0082,BRK019,BEN016,195131889.13,36680917.96,2025-11-15,2025-11-21,6,No
APP00276,CUS0027,,BEN035,461803938.49,110158089.63,2026-03-07,2026-04-05,29,Yes
APP00277,CUS0034,BRK006,BEN046,581015057.76,190332211.32,2024-08-18,2024-09-10,23,Yes
APP00278,CUS0120,BRK019,BEN004,900218472.25,63898294.48,2025-01-01,2025-01-07,6,No
APP00279,CUS0156,,BEN009,565986455.9,73216440.42,2025-07-11,2025-07-23,12,No
APP00280,CUS0086,BRK007,BEN014,712486928.1,128347289.6,2024-10-09,2024-10-24,15,Yes
APP00281,CUS0184,BRK023,BEN021,878007943.68,92838251.03,2024-07-20,2024-08-17,28,Yes
APP00282,CUS0156,BRK003,BEN011,645906052.48,16853751.77,2025-01-04,2025-01-30,26,Yes
APP00283,CUS0071,,BEN012,263971415.94,177323998.5,2024-07-28,2024-08-26,29,Yes
APP00284,CUS0038,,BEN032,631994867.97,162622158.77,2023-06-06,2023-07-01,25,Yes
APP00285,CUS0108,,BEN035,261355705.12,178850193.94,2026-03-31,2026-04-14,14,No
APP00286,CUS0076,BRK007,BEN049,590011154.02,171504248.75,2026-01-10,2026-01-27,17,Yes
APP00287,CUS0256,BRK012,BEN023,502665102.4,132704358.63,2023-10-02,2023-10-18,16,Yes
APP00288,CUS0263,BRK005,BEN011,566790897.35,113379600.34,2023-12-06,2024-01-01,26,Yes
APP00289,CUS0247,,BEN002,219600298.14,97784608.6,2023-10-27,2023-11-21,25,Yes
APP00290,CUS0189,BRK021,BEN013,518367344.56,158396361.2,2023-05-09,2023-05-19,10,No
APP00291,CUS0232,,BEN002,980609192.28,65152186.46,2025-03-05,2025-03-22,17,Yes
APP00292,CUS0140,,BEN016,579052803.49,114246950.29,2025-12-03,2025-12-25,22,Yes
APP00293,CUS0193,BRK020,BEN004,517146234.66,75577591.82,2025-02-10,2025-03-04,22,Yes
APP00294,CUS0207,BRK011,BEN031,792864795.98,177490802.73,2024-04-01,2024-04-19,18,Yes
APP00295,CUS0071,BRK007,BEN004,515026731.87,56521496.92,2023-01-14,2023-02-01,18,Yes
APP00296,CUS0080,BRK022,BEN007,661448533.27,83215430.18,2023-11-04,2023-11-11,7,No
APP00297,CUS0058,BRK015,BEN030,211493247.1,32668628.84,2024-11-07,2024-12-02,25,Yes
APP00298,CUS0124,BRK018,BEN037,161968011.23,126093314.77,2025-04-21,2025-04-23,2,No
APP00299,CUS0293,BRK005,BEN016,922524423.78,103569818.18,2023-03-22,2023-04-21,30,Yes
APP00300,CUS0288,,BEN046,728246341.13,164350010.37,2025-04-10,2025-05-01,21,Yes
APP00301,CUS0229,,BEN030,867435096.59,34528073.41,2023-06-25,2023-07-03,8,No
APP00302,CUS0073,,BEN049,182702267.72,132099925.64,2025-04-21,2025-05-12,21,Yes
APP00303,CUS0175,,BEN038,591005394.94,46347850.54,2024-06-25,2024-07-02,7,No
APP00304,CUS0055,BRK016,BEN032,684683463.37,165389580.03,2025-02-28,2025-03-06,6,No
APP00305,CUS0243,,BEN038,39997527.05,156881712.85,2023-07-17,2023-07-24,7,No
APP00306,CUS0060,BRK021,BEN008,902082770.97,108087554.27,2025-10-27,2025-11-22,26,Yes
APP00307,CUS0220,BRK011,BEN002,697945164.33,86076774.76,2023-01-03,2023-02-02,30,Yes
APP00308,CUS0195,BRK023,BEN048,837353323.52,115436102.97,2025-09-14,2025-10-11,27,Yes
APP00309,CUS0130,BRK007,BEN005,283983401.34,175414879.48,2025-05-21,2025-05-27,6,No
APP00310,CUS0096,BRK023,BEN000,578409158.65,24006806.49,2025-04-16,2025-04-26,10,No
APP00311,CUS0105,,BEN020,409436232.1,21763351.68,2023-01-15,2023-01-29,14,No
APP00312,CUS0299,BRK017,BEN027,565105567.41,122570195.06,2025-05-22,2025-06-13,22,Yes
APP00313,CUS0104,BRK017,BEN030,179540878.24,112039219.02,2025-03-24,2025-04-19,26,Yes
APP00314,CUS0157,BRK024,BEN045,398731622.05,28044669.43,2025-09-17,2025-09-27,10,No
APP00315,CUS0117,BRK022,BEN010,101178338.93,101914536.85,2023-09-01,2023-09-26,25,Yes
APP00316,CUS0281,,BEN043,707083143.6,32567232.82,2024-11-24,2024-12-21,27,Yes
APP00317,CUS0046,,BEN030,925935926.01,87357798.19,2023-01-11,2023-02-07,27,Yes
APP00318,CUS0113,BRK019,BEN002,724770218.71,186171655.72,2023-05-12,2023-05-22,10,No
APP00319,CUS0266,BRK019,BEN003,945770141.99,164135632.52,2025-03-31,2025-04-21,21,Yes
APP00320,CUS0005,BRK021,BEN033,286720505.2,7205065.6,2025-10-09,2025-10-25,16,Yes
APP00321,CUS0118,,BEN043,37025072.01,48231696.74,2025-11-11,2025-11-29,18,Yes
APP00322,CUS0044,,BEN049,400034256.27,134097578.26,2023-01-01,2023-01-08,7,No
APP00323,CUS0102,BRK023,BEN045,69548554.77,18488088.59,2025-04-10,2025-04-30,20,Yes
APP00324,CUS0286,,BEN022,348127613.77,163195218.46,2024-08-05,2024-08-30,25,Yes
APP00325,CUS0099,BRK012,BEN036,5646800.11,35419439.97,2024-04-08,2024-04-29,21,Yes
APP00326,CUS0286,BRK009,BEN021,947068449.71,160686977.39,2025-11-02,2025-11-07,5,No
APP00327,CUS0275,,BEN036,250891350.21,88832343.79,2024-06-11,2024-07-11,30,Yes
APP00328,CUS0247,,BEN048,340321102.69,155231961.62,2025-02-11,2025-03-03,20,Yes
APP00329,CUS0014,BRK008,BEN004,383290572.67,157836875.72,2025-08-01,2025-08-31,30,Yes
APP00330,CUS0117,,BEN026,955490241.44,103542591.33,2024-03-27,2024-04-19,23,Yes
APP00331,CUS0134,BRK002,BEN025,674024218.87,164304400.55,2023-01-20,2023-02-13,24,Yes
APP00332,CUS0091,BRK011,BEN013,894421936.62,54180618.6,2023-06-05,2023-06-24,19,Yes
APP00333,CUS0102,BRK007,BEN016,207571853.69,40951928.48,2024-01-25,2024-02-11,17,Yes
APP00334,CUS0182,BRK003,BEN007,920267941.4,135324518.91,2024-05-26,2024-06-23,28,Yes
APP00335,CUS0003,,BEN034,958035097.38,169678113.85,2025-10-05,2025-10-26,21,Yes
APP00336,CUS0161,BRK018,BEN017,491314546.25,196886739.19,2025-01-30,2025-02-20,21,Yes
APP00337,CUS0203,BRK018,BEN008,55094023.12,159954348.6,2025-11-12,2025-11-22,10,No
APP00338,CUS0016,BRK012,BEN043,776128059.89,91710608.85,2025-09-06,2025-09-25,19,Yes
APP00339,CUS0265,BRK022,BEN000,12808158.63,42545100.95,2023-09-04,2023-09-28,24,Yes
APP00340,CUS0185,,BEN016,187965289.51,52938382.41,2023-07-26,2023-08-07,12,No
APP00341,CUS0175,BRK015,BEN027,211321949.63,140292169.05,2024-07-05,2024-07-22,17,Yes
APP00342,CUS0205,BRK005,BEN036,132008027.33,115390599.48,2025-02-01,2025-02-14,13,No
APP00343,CUS0051,,BEN015,555784707.37,171333593.38,2024-04-13,2024-05-11,28,Yes
APP00344,CUS0076,BRK000,BEN011,422099148.34,27327101.09,2024-02-06,2024-02-12,6,No
APP00345,CUS0161,,BEN019,251723059.46,171771145.5,2025-11-24,2025-12-13,19,Yes
APP00346,CUS0050,,BEN003,216251857.63,51230791.71,2023-04-08,2023-04-22,14,No
APP00347,CUS0171,BRK011,BEN035,557933996.76,162098168.36,2023-07-17,2023-08-02,16,Yes
APP00348,CUS0210,BRK021,BEN038,199759152.53,115390944.27,2024-12-05,2024-12-07,2,No
APP00349,CUS0145,BRK021,BEN032,488006250.56,147436969.87,2026-01-07,2026-01-14,7,No
APP00350,CUS0146,BRK004,BEN010,640940072.06,185749050.06,2023-06-10,2023-06-24,14,No
APP00351,CUS0292,BRK002,BEN005,162837489.46,46029478.91,2025-05-13,2025-06-04,22,Yes
APP00352,CUS0149,,BEN038,644999648.86,54613996.22,2024-10-10,2024-11-01,22,Yes
APP00353,CUS0185,,BEN033,965560506.79,83090817.64,2025-06-30,2025-07-26,26,Yes
APP00354,CUS0011,BRK007,BEN042,252395362.99,148903131.3,2024-01-12,2024-02-10,29,Yes
APP00355,CUS0085,BRK003,BEN004,936856868.04,94900566.43,2023-06-13,2023-06-21,8,No
APP00356,CUS0203,BRK002,BEN006,263189812.0,31477235.22,2023-04-21,2023-04-23,2,No
APP00357,CUS0117,BRK009,BEN028,626854203.94,26689783.57,2025-03-09,2025-03-20,11,No
APP00358,CUS0017,,BEN020,864376900.51,93705098.6,2023-12-16,2023-12-18,2,No
APP00359,CUS0280,BRK022,BEN034,177859603.34,119718047.67,2026-01-12,2026-01-22,10,No
APP00360,CUS0268,,BEN034,310351666.79,69760075.88,2026-03-01,2026-03-16,15,Yes
APP00361,CUS0045,BRK011,BEN026,260547236.89,61062796.66,2026-01-10,2026-01-19,9,No
APP00362,CUS0069,BRK015,BEN034,9308793.49,184456634.95,2023-01-01,2023-01-19,18,Yes
APP00363,CUS0004,,BEN018,597406748.47,159455093.08,2025-09-04,2025-09-15,11,No
APP00364,CUS0096,BRK017,BEN027,395357327.54,33072264.32,2026-01-27,2026-02-09,13,No
APP00365,CUS0193,BRK002,BEN027,625697691.24,103563707.34,2025-03-09,2025-04-06,28,Yes
APP00366,CUS0272,,BEN026,188812625.14,14158558.57,2024-07-10,2024-07-21,11,No
APP00367,CUS0056,,BEN039,453314465.37,140244283.29,2023-10-07,2023-10-18,11,No
APP00368,CUS0164,BRK001,BEN034,23108754.73,194480354.7,2025-10-04,2025-10-12,8,No
APP00369,CUS0064,,BEN046,9195885.26,18494298.14,2024-07-31,2024-08-10,10,No
APP00370,CUS0111,BRK009,BEN031,997965482.72,93005051.21,2023-01-31,2023-02-17,17,Yes
APP00371,CUS0041,,BEN009,56982306.06,155242755.69,2023-03-06,2023-03-18,12,No
APP00372,CUS0240,BRK008,BEN024,828423795.35,24831330.46,2023-05-27,2023-06-15,19,Yes
APP00373,CUS0226,BRK001,BEN012,461373800.68,154313695.57,2024-05-24,2024-06-07,14,No
APP00374,CUS0106,BRK021,BEN019,936279031.39,32142981.56,2025-12-03,2025-12-26,23,Yes
APP00375,CUS0281,BRK008,BEN030,638881492.03,40145364.54,2023-03-28,2023-04-22,25,Yes
APP00376,CUS0111,,BEN015,633276056.94,65240440.78,2023-04-17,2023-05-16,29,Yes
APP00377,CUS0141,BRK012,BEN015,9920926.03,8877677.12,2023-12-09,2024-01-05,27,Yes
APP00378,CUS0079,BRK002,BEN015,158540757.74,18734609.68,2025-08-31,2025-09-24,24,Yes
APP00379,CUS0030,BRK020,BEN009,701626811.88,158397515.75,2024-11-24,2024-12-20,26,Yes
APP00380,CUS0119,BRK017,BEN041,756940825.68,161202312.63,2023-09-15,2023-10-02,17,Yes
APP00381,CUS0098,BRK012,BEN022,724674758.71,50513900.1,2025-06-17,2025-07-12,25,Yes
APP00382,CUS0224,BRK017,BEN044,490601903.82,113556995.93,2023-03-22,2023-04-08,17,Yes
APP00383,CUS0165,,BEN017,867794178.12,119936648.88,2026-01-18,2026-01-31,13,No
APP00384,CUS0035,BRK014,BEN018,819599132.95,108550387.45,2026-02-09,2026-02-16,7,No
APP00385,CUS0259,BRK005,BEN001,620114871.96,73133001.82,2025-07-18,2025-07-20,2,No
APP00386,CUS0032,,BEN034,819230684.05,38378955.76,2024-05-04,2024-05-16,12,No
APP00387,CUS0282,BRK009,BEN020,410394723.24,64743799.1,2025-10-15,2025-11-10,26,Yes
APP00388,CUS0034,BRK004,BEN011,873619284.8,40814766.22,2023-07-17,2023-08-04,18,Yes
APP00389,CUS0050,BRK020,BEN024,658263337.03,105401361.84,2025-09-21,2025-09-29,8,No
APP00390,CUS0187,BRK022,BEN004,14073023.72,184246524.27,2024-06-08,2024-06-11,3,No
APP00391,CUS0040,BRK020,BEN003,361565125.07,148823749.46,2025-10-03,2025-11-02,30,Yes
APP00392,CUS0188,,BEN003,823819323.31,53530219.08,2025-05-01,2025-05-29,28,Yes
APP00393,CUS0036,,BEN004,944658878.53,192137055.71,2023-03-25,2023-04-19,25,Yes
APP00394,CUS0118,BRK006,BEN012,526665829.77,50128224.3,2023-07-18,2023-07-23,5,No
APP00395,CUS0285,BRK003,BEN049,638985675.59,71913691.49,2024-01-02,2024-01-21,19,Yes
APP00396,CUS0218,,BEN010,792669136.18,110218110.58,2025-07-28,2025-08-21,24,Yes
APP00397,CUS0080,BRK019,BEN028,933586449.56,180545751.65,2025-10-30,2025-11-11,12,No
APP00398,CUS0190,BRK020,BEN027,826328820.07,65028458.55,2026-01-31,2026-02-12,12,No
APP00399,CUS0279,BRK024,BEN035,926220775.67,51190780.87,2024-05-07,2024-05-27,20,Yes
APP00400,CUS0203,BRK001,BEN018,596167063.8,103763067.09,2025-07-15,2025-07-31,16,Yes
APP00401,CUS0153,,BEN013,855864705.08,4829423.61,2024-09-10,2024-09-12,2,No
APP00402,CUS0261,BRK018,BEN009,95192840.41,92343776.23,2024-07-19,2024-08-07,19,Yes
APP00403,CUS0135,BRK018,BEN015,233761154.41,162309310.24,2023-11-16,2023-11-22,6,No
APP00404,CUS0204,BRK006,BEN046,78124363.97,65276064.78,2023-07-08,2023-07-28,20,Yes
APP00405,CUS0249,,BEN044,703145046.95,163993295.33,2025-09-15,2025-09-22,7,No
APP00406,CUS0153,BRK018,BEN024,79398918.53,11656580.41,2023-07-15,2023-08-05,21,Yes
APP00407,CUS0222,BRK003,BEN049,227490953.69,130729447.04,2024-11-15,2024-11-28,13,No
APP00408,CUS0195,BRK016,BEN002,319997223.67,113200122.35,2023-01-24,2023-02-15,22,Yes
APP00409,CUS0113,BRK021,BEN046,997369935.72,194222528.83,2024-10-31,2024-11-18,18,Yes
APP00410,CUS0046,BRK009,BEN025,148864388.26,67565551.52,2026-03-24,2026-04-11,18,Yes
APP00411,CUS0025,BRK008,BEN005,399128510.33,87180976.67,2025-09-01,2025-09-21,20,Yes
APP00412,CUS0069,BRK006,BEN031,395923484.78,114480471.24,2023-09-25,2023-10-21,26,Yes
APP00413,CUS0268,BRK002,BEN017,776995126.89,65020622.41,2026-02-23,2026-03-16,21,Yes
APP00414,CUS0057,,BEN027,365902376.79,38502703.44,2026-03-25,2026-03-29,4,No
APP00415,CUS0012,,BEN010,987664265.05,123436088.39,2024-12-06,2024-12-27,21,Yes
APP00416,CUS0074,BRK007,BEN012,685673868.23,31620247.83,2025-06-24,2025-07-15,21,Yes
APP00417,CUS0027,BRK019,BEN009,868883599.29,164116724.31,2023-06-25,2023-06-30,5,No
APP00418,CUS0056,BRK015,BEN001,332544842.35,148132590.51,2023-01-29,2023-02-10,12,No
APP00419,CUS0279,BRK008,BEN035,483543304.01,146119754.91,2024-03-09,2024-03-17,8,No
APP00420,CUS0009,BRK021,BEN033,44438525.49,34478769.59,2023-10-17,2023-11-10,24,Yes
APP00421,CUS0138,BRK020,BEN000,67531194.63,132244378.69,2024-08-04,2024-08-12,8,No
APP00422,CUS0055,BRK020,BEN024,231937451.52,76449889.99,2025-01-07,2025-02-05,29,Yes
APP00423,CUS0161,BRK019,BEN034,88932648.15,40175602.4,2023-07-23,2023-08-22,30,Yes
APP00424,CUS0011,BRK016,BEN019,334236065.0,78983263.66,2025-07-26,2025-08-14,19,Yes
APP00425,CUS0177,,BEN022,625605739.28,47622850.76,2023-11-18,2023-11-20,2,No
APP00426,CUS0031,,BEN024,890511683.99,163064298.22,2025-10-23,2025-11-02,10,No
APP00427,CUS0143,BRK010,BEN025,657274827.19,18015105.92,2023-03-02,2023-03-21,19,Yes
APP00428,CUS0116,BRK018,BEN009,427038532.02,62820361.51,2025-02-21,2025-03-11,18,Yes
APP00429,CUS0277,BRK020,BEN008,581449669.96,136967702.93,2024-11-05,2024-11-21,16,Yes
APP00430,CUS0070,BRK022,BEN033,909653152.69,86297827.49,2024-02-19,2024-03-19,29,Yes
APP00431,CUS0289,,BEN020,68746227.31,106825828.62,2023-10-25,2023-11-16,22,Yes
APP00432,CUS0162,,BEN009,727352453.73,153204285.01,2023-08-31,2023-09-07,7,No
APP00433,CUS0155,BRK020,BEN047,274522368.47,155932023.05,2025-04-27,2025-05-12,15,Yes
APP00434,CUS0094,BRK019,BEN039,267595750.39,113625097.04,2023-08-07,2023-08-13,6,No
APP00435,CUS0118,BRK000,BEN022,80395954.88,156075336.83,2024-04-17,2024-05-08,21,Yes
APP00436,CUS0240,,BEN023,184792501.3,77798327.38,2023-10-02,2023-10-20,18,Yes
APP00437,CUS0083,BRK001,BEN026,764774315.27,3495344.96,2025-08-28,2025-09-03,6,No
APP00438,CUS0113,,BEN012,758018813.14,13694196.68,2024-07-06,2024-07-21,15,Yes
APP00439,CUS0250,,BEN029,887699328.93,85797358.82,2025-06-18,2025-07-17,29,Yes
APP00440,CUS0194,,BEN025,611893369.8,148622337.01,2023-03-27,2023-04-17,21,Yes
APP00441,CUS0019,BRK014,BEN029,827183091.56,8961975.24,2026-01-03,2026-01-21,18,Yes
APP00442,CUS0275,BRK023,BEN002,558143248.86,103467273.28,2024-05-18,2024-06-05,18,Yes
APP00443,CUS0149,BRK009,BEN049,827793386.6,92538759.21,2023-04-11,2023-04-19,8,No
APP00444,CUS0027,,BEN009,464115374.12,129397250.83,2025-05-15,2025-05-26,11,No
APP00445,CUS0256,BRK024,BEN037,937904615.24,139374771.3,2023-07-05,2023-07-30,25,Yes
APP00446,CUS0211,BRK000,BEN011,454227055.02,179375192.7,2023-10-05,2023-10-19,14,No
APP00447,CUS0232,BRK010,BEN044,648927853.85,142438214.25,2024-02-18,2024-03-19,30,Yes
APP00448,CUS0063,BRK022,BEN028,634438345.82,17518655.53,2023-12-02,2023-12-26,24,Yes
APP00449,CUS0261,,BEN010,379299952.78,76431098.35,2025-02-25,2025-03-22,25,Yes
APP00450,CUS0289,,BEN009,162961972.27,29349171.1,2023-12-16,2023-12-28,12,No
APP00451,CUS0157,BRK024,BEN028,289491756.91,36548857.26,2023-04-16,2023-05-01,15,Yes
APP00452,CUS0001,,BEN016,13195557.06,99776707.68,2023-09-27,2023-10-05,8,No
APP00453,CUS0002,,BEN031,238640475.67,117978034.27,2025-10-18,2025-11-06,19,Yes
APP00454,CUS0209,BRK019,BEN038,7566450.21,176492489.06,2025-09-01,2025-09-17,16,Yes
APP00455,CUS0285,,BEN013,49869881.14,30077105.55,2024-07-23,2024-08-13,21,Yes
APP00456,CUS0074,,BEN042,578514622.71,120855450.05,2024-12-15,2024-12-18,3,No
APP00457,CUS0025,BRK005,BEN010,672418404.77,122412406.33,2024-11-09,2024-11-13,4,No
APP00458,CUS0287,BRK014,BEN047,579387326.15,186330223.97,2026-03-18,2026-04-14,27,Yes
APP00459,CUS0153,BRK012,BEN004,758683545.85,168740271.2,2023-07-10,2023-08-05,26,Yes
APP00460,CUS0241,BRK022,BEN017,329879318.43,83044702.9,2023-05-13,2023-05-24,11,No
APP00461,CUS0107,,BEN006,571795708.44,195880314.17,2024-03-05,2024-03-29,24,Yes
APP00462,CUS0247,,BEN038,933957783.11,197262549.25,2025-12-19,2025-12-23,4,No
APP00463,CUS0162,BRK018,BEN039,354499491.03,26377770.94,2024-08-11,2024-08-26,15,Yes
APP00464,CUS0266,,BEN031,493011949.26,36391492.72,2026-02-26,2026-03-15,17,Yes
APP00465,CUS0148,,BEN000,119088927.35,93244684.06,2024-04-21,2024-05-15,24,Yes
APP00466,CUS0106,,BEN026,414627098.38,67091555.26,2023-08-30,2023-09-24,25,Yes
APP00467,CUS0108,BRK006,BEN044,282345076.55,158144002.82,2026-02-21,2026-03-20,27,Yes
APP00468,CUS0259,BRK024,BEN000,114722926.19,66989936.65,2024-09-22,2024-10-03,11,No
APP00469,CUS0291,,BEN001,832210727.14,39206108.19,2025-03-22,2025-04-16,25,Yes
APP00470,CUS0245,,BEN002,646006568.44,96558356.86,2024-11-23,2024-12-16,23,Yes
APP00471,CUS0274,,BEN029,784205044.18,83083636.53,2025-08-01,2025-08-31,30,Yes
APP00472,CUS0266,BRK023,BEN043,316187338.6,107409152.41,2023-04-25,2023-05-23,28,Yes
APP00473,CUS0169,,BEN022,67146828.28,30286328.77,2024-03-02,2024-03-22,20,Yes
APP00474,CUS0192,,BEN010,571410659.51,78218471.64,2023-03-05,2023-03-17,12,No
APP00475,CUS0157,,BEN020,710130174.8,54663734.61,2023-08-28,2023-09-26,29,Yes
APP00476,CUS0121,BRK009,BEN013,525575319.27,35415042.79,2023-06-27,2023-07-14,17,Yes
APP00477,CUS0019,,BEN005,444330318.89,5474487.54,2025-02-05,2025-03-04,27,Yes
APP00478,CUS0256,BRK010,BEN030,732708625.69,104963778.32,2025-09-15,2025-10-15,30,Yes
APP00479,CUS0050,,BEN033,677040571.45,26977072.71,2024-11-01,2024-11-07,6,No
APP00480,CUS0198,,BEN033,116720151.08,62540772.91,2023-03-16,2023-04-01,16,Yes
APP00481,CUS0044,BRK001,BEN006,521057134.39,131967365.19,2023-04-01,2023-04-24,23,Yes
APP00482,CUS0295,,BEN040,892243448.84,64515633.78,2024-10-01,2024-10-03,2,No
APP00483,CUS0141,BRK024,BEN028,671452917.92,54894514.23,2024-01-30,2024-02-10,11,No
APP00484,CUS0058,BRK019,BEN035,514546601.3,41712187.22,2023-11-19,2023-11-29,10,No
APP00485,CUS0163,BRK022,BEN018,574508859.7,34669357.61,2024-12-18,2025-01-06,19,Yes
APP00486,CUS0173,BRK001,BEN008,29963693.52,180706835.33,2024-09-29,2024-10-20,21,Yes
APP00487,CUS0196,BRK013,BEN025,179804010.26,119426211.83,2023-04-14,2023-04-19,5,No
APP00488,CUS0182,BRK006,BEN045,758644143.73,161955314.72,2025-07-02,2025-07-23,21,Yes
APP00489,CUS0238,BRK002,BEN044,468807629.47,91389042.06,2023-06-10,2023-07-06,26,Yes
APP00490,CUS0118,,BEN009,861235180.78,123579946.41,2025-08-11,2025-08-28,17,Yes
APP00491,CUS0093,,BEN042,330997628.34,172227922.79,2025-01-14,2025-01-28,14,No
APP00492,CUS0249,BRK015,BEN007,352089379.86,92517715.9,2024-10-27,2024-11-12,16,Yes
APP00493,CUS0178,,BEN008,508441716.29,81434353.46,2023-12-16,2023-12-27,11,No
APP00494,CUS0284,,BEN019,533212820.36,80462886.72,2023-08-08,2023-08-20,12,No
APP00495,CUS0124,BRK015,BEN024,66993874.72,42043510.09,2025-04-26,2025-05-05,9,No
APP00496,CUS0222,BRK010,BEN034,694439023.65,35030548.48,2025-06-01,2025-06-28,27,Yes
APP00497,CUS0293,,BEN007,592570971.95,92850232.65,2023-06-09,2023-07-04,25,Yes
APP00498,CUS0227,BRK012,BEN004,598660922.41,137258982.05,2026-02-10,2026-02-15,5,No
APP00499,CUS0253,,BEN003,91442471.83,163498201.19,2025-02-15,2025-02-27,12,No
APP00500,CUS0075,,BEN028,531724565.25,78301540.72,2023-01-01,2023-01-27,26,Yes
APP00501,CUS0100,BRK010,BEN019,570706131.45,182684250.91,2026-03-29,2026-04-14,16,Yes
APP00502,CUS0176,,BEN037,9111133.16,197291118.87,2024-09-15,2024-09-30,15,Yes
APP00503,CUS0065,,BEN003,369853670.68,110002584.75,2025-04-07,2025-05-06,29,Yes
APP00504,CUS0286,,BEN022,110588618.59,56800744.65,2023-04-19,2023-04-21,2,No
APP00505,CUS0221,,BEN025,625589089.12,142498843.52,2023-03-05,2023-03-14,9,No
APP00506,CUS0222,BRK021,BEN011,475396541.54,38051254.2,2025-04-11,2025-04-25,14,No
APP00507,CUS0184,,BEN009,289182400.86,174610770.47,2025-02-26,2025-03-26,28,Yes
APP00508,CUS0005,BRK000,BEN009,721617893.13,97596916.72,2023-09-15,2023-09-21,6,No
APP00509,CUS0043,BRK013,BEN029,893688886.67,139230408.65,2025-06-13,2025-06-19,6,No
APP00510,CUS0092,BRK013,BEN035,820251353.49,77250586.21,2025-05-21,2025-06-11,21,Yes
APP00511,CUS0217,,BEN036,498658806.67,146317219.32,2024-04-07,2024-04-14,7,No
APP00512,CUS0210,,BEN036,367603055.23,195657573.16,2025-10-24,2025-11-03,10,No
APP00513,CUS0188,BRK015,BEN044,80983042.58,146172001.16,2026-03-09,2026-03-26,17,Yes
APP00514,CUS0143,BRK002,BEN033,890025562.83,18145046.97,2025-12-14,2026-01-12,29,Yes
APP00515,CUS0039,,BEN034,798300142.4,62843694.43,2025-08-25,2025-09-16,22,Yes
APP00516,CUS0175,BRK000,BEN030,454580737.09,181257988.74,2023-04-19,2023-05-19,30,Yes
APP00517,CUS0169,BRK009,BEN018,168340654.66,139162706.99,2026-03-21,2026-04-15,25,Yes
APP00518,CUS0288,BRK020,BEN030,578562945.98,114785569.09,2024-09-14,2024-10-09,25,Yes
APP00519,CUS0013,BRK002,BEN008,506090513.2,170363328.58,2024-08-20,2024-09-16,27,Yes
APP00520,CUS0067,,BEN017,858000525.7,3333500.51,2024-07-23,2024-08-02,10,No
APP00521,CUS0089,,BEN047,151984477.85,89607306.95,2023-08-17,2023-09-07,21,Yes
APP00522,CUS0120,BRK016,BEN002,343505147.35,17338092.41,2023-12-26,2024-01-05,10,No
APP00523,CUS0078,,BEN048,993591989.15,154188373.93,2023-10-25,2023-11-15,21,Yes
APP00524,CUS0225,,BEN010,211645890.71,147005041.63,2024-05-02,2024-05-25,23,Yes
APP00525,CUS0135,,BEN007,53470673.8,93070978.14,2024-12-07,2024-12-10,3,No
APP00526,CUS0243,,BEN048,922536789.45,47115431.69,2025-09-02,2025-09-13,11,No
APP00527,CUS0134,BRK013,BEN000,289503429.97,159563154.35,2025-03-09,2025-03-26,17,Yes
APP00528,CUS0161,,BEN043,955914877.12,19924181.99,2025-02-21,2025-03-16,23,Yes
APP00529,CUS0181,,BEN027,610875082.46,130587151.89,2025-12-24,2026-01-15,22,Yes
APP00530,CUS0138,BRK003,BEN016,654688938.29,78535175.86,2024-07-12,2024-07-24,12,No
APP00531,CUS0099,BRK021,BEN044,993221632.15,62997330.66,2024-05-10,2024-06-04,25,Yes
APP00532,CUS0004,,BEN000,411837517.85,105290220.65,2023-01-22,2023-02-14,23,Yes
APP00533,CUS0112,,BEN016,193886451.91,5228244.33,2025-07-02,2025-07-15,13,No
APP00534,CUS0111,,BEN040,122668341.11,191580169.88,2023-07-08,2023-07-11,3,No
APP00535,CUS0066,BRK024,BEN041,566502735.48,193449519.0,2023-06-26,2023-07-25,29,Yes
APP00536,CUS0094,BRK014,BEN042,936245877.85,127936711.31,2023-08-16,2023-09-09,24,Yes
APP00537,CUS0218,,BEN042,770110628.64,65019123.49,2024-07-20,2024-08-15,26,Yes
APP00538,CUS0037,BRK001,BEN024,389201837.3,199193734.14,2023-11-28,2023-12-24,26,Yes
APP00539,CUS0135,BRK002,BEN031,979442558.17,40533488.32,2024-06-12,2024-07-10,28,Yes
APP00540,CUS0251,BRK017,BEN049,431822322.84,122986275.05,2025-03-15,2025-03-22,7,No
APP00541,CUS0132,BRK002,BEN004,571773215.29,50493971.88,2023-08-06,2023-08-22,16,Yes
APP00542,CUS0254,BRK020,BEN000,932960829.81,133088864.38,2025-07-02,2025-07-04,2,No
APP00543,CUS0168,,BEN036,4700050.76,141667327.59,2024-06-29,2024-07-05,6,No
APP00544,CUS0223,BRK023,BEN049,812463378.31,14484887.29,2025-10-01,2025-10-18,17,Yes
APP00545,CUS0196,,BEN049,482584275.31,113665155.16,2024-04-07,2024-04-09,2,No
APP00546,CUS0155,BRK020,BEN041,91576307.85,107157946.16,2025-01-05,2025-01-17,12,No
